USER_ID,alaska basil,alcohol future,alice ticket,alien potato,asia jacket,aztec iris,balance hostel,betty today,boston house,bronze sweden,bundle forget,cairo monarch,choice copy,cinema complex,cipher empty,cockpit circle,comedy clean,daniel global,degree forever,diana chariot,diesel jason,diploma vocal,epoxy insect,explain heaven,flame street,fractal heart,fresh shave,frozen command,gelatin prime,glass alpine,good info,gossip cotton,hand inca,harbor moral,helena poncho,henry distant,invent topic,judge sunday,july miami,kermit desert,leonid antenna,lesson switch,lexicon ingrid,liquid baggage,logic channel,loyal jungle,master nobody,medusa cuba,mercy chaos,mineral barcode,moment seminar,motel marvin,neptune before,ninja saga,north speed,nurse october,office triton,pardon thomas,parody athena,pegasus respond,percent edison,plume cowboy,provide flex,reverse royal,rider shine,sabine emotion,saint texas,salon pulse,scale phone,season arthur,segment meter,senator ozone,serial organic,shannon resume,sheriff java,silk gizmo,silver plate,similar malta,siren junior,solid express,spray karma,stella micro,stop door,sushi import,tarzan juliet,telecom pluto,textile strange,theory france,torso cricket,tower fantasy,trivial neon,tuna relax,tunnel nerve,turtle pierre,update vibrate,vampire teacher,ventura next,vodka bahama,volume pasta,zero nikita
101401,,,5,,3,5,5,,,5,5,5,,5,5,,,,5,5,,,4,,6,,,5,,,6,,,7,7,,,,,,,,4,5,5,,,,,7,8,,,,4,,,,3,,,4,6,3,,7,,,6,,4,4,5,,,3,7,,,,6,6,4,4,,,6,5,7,4,5,,6,,,,,,,
101404,5,9,,,,5,10,1,,3,,,2,,,,,,3,2,,,10,9,5,9,,2,2,,8,5,5,,,10,,,8,,2,,,0,2,,,,,,,,,0,,,5,,1,,8,2,0,0,,,,,,9,9,7,8,,5,3,,,,4,6,5,10,2,,5,3,1,,1,0,,,,1,2,,4,,1
101408,1,,,6,,,,,4,5,7,7,4,5,,3,,,5,9,3,,,5,5,,3,7,,8,2,,,1,,,1,,3,,,,8,,,,8,2,,,0,,7,7,3,1,,,9,6,,,,9,,5,,2,6,7,,6,1,5,,8,,7,,,7,,,,,1,2,,6,,2,1,,,4,,1,2,,
101413,6,4,,,,4,6,,6,6,9,2,,3,4,,5,7,5,,,,,,,,,,3,8,6,,9,6,,,,,3,,3,1,,4,,6,6,,8,,,8,,3,,4,,,,3,6,,5,2,8,8,2,4,,,6,4,4,5,,8,,7,6,,5,4,2,,6,7,,,,5,,3,7,,,5,4,2,2,
101421,,0,,,,7,7,2,1,9,3,,,1,1,,,8,,3,2,,,,3,1,,9,,,,8,,,8,10,4,,,,,4,,,,9,0,,7,,8,,,,9,,,,,,7,,2,,,,,,,1,4,,,4,10,6,6,2,3,,7,8,7,4,9,,,,,,4,2,,,,10,10,4,7,
101427,5,9,,1,2,8,,9,,5,8,7,,1,,2,2,6,5,,10,0,0,,,,9,,1,,,,,9,,9,3,,,,,,,6,0,9,4,,,10,10,8,,5,2,7,2,1,,1,8,0,,1,,10,5,,8,,3,1,1,4,,2,,10,1,0,10,8,,,9,,8,,,,1,,10,10,,,2,,,
101436,4,4,,,7,,,,5,4,,,,,7,4,,,4,3,,9,7,,,,,4,8,1,,5,1,,,,,,5,,7,10,4,,,2,,,,,1,,2,8,,5,,,,8,3,5,,,2,0,8,,,,5,7,8,,0,2,,,5,8,,,9,,3,2,7,4,,7,,,2,1,,2,,,,3
101441,4,,9,,,,5,,2,,,,,,3,,3,,5,,10,,,,,,,9,,,8,,,,,,,,,7,4,,,6,1,9,,2,9,,,8,,5,,7,2,,,2,,0,,,,,6,6,8,,3,,,,,3,,10,2,0,,,,,,7,8,7,,1,,,9,10,,,2,,,
101444,8,5,4,,3,3,,,7,7,,1,,2,,9,,,5,,,1,,,,,,6,2,10,7,,10,,,2,5,,,,,,,5,,7,,,9,8,,9,6,1,,,4,2,,1,,,,1,9,,,2,,,,,3,6,,,2,8,6,,6,,,8,,8,1,7,10,,4,3,9,9,,,2,1,1,6
101452,,,,,5,,4,,2,4,,8,,5,4,,,3,5,7,8,,2,,,,,,,6,5,6,3,5,,,3,2,,4,,8,,7,4,,,4,,,,,,8,,5,,,,6,6,1,8,7,,8,7,,,,,,,4,5,,7,8,,,,8,,3,5,3,,5,,3,3,,,,6,,,,7,
101455,0,8,,6,,,,4,,4,7,8,,,3,,,2,,9,,8,,,4,,,,,9,,2,6,1,,2,0,,2,,,5,,9,2,5,,1,4,,,7,7,,4,,,2,,6,3,3,9,9,7,,,,7,7,7,,0,,,,1,6,,9,,,,,1,,,3,,,,,,,4,0,,,,8
101460,2,,,5,,5,4,,,,5,,4,3,,,6,3,6,,,,,,,3,,7,,,5,,5,3,3,4,2,,2,,,,5,,,6,6,4,7,6,,7,6,6,6,,,,,,,,5,,6,5,4,3,6,,,7,,4,,7,,4,5,,6,6,,,5,3,3,,6,4,3,,,5,5,3,4,,,
101467,,6,,5,4,6,6,,5,5,,7,4,,3,4,5,,,4,4,,,5,,6,,3,4,4,6,5,,7,6,7,5,,5,,3,7,,,,,,4,5,4,4,,5,,6,,4,6,,5,5,4,5,,5,6,,,5,6,,,6,4,6,5,5,,,5,4,5,7,,,4,4,,,3,3,,,7,,6,5,,3,
101468,,3,4,,7,5,,,6,5,2,6,4,,,4,6,,,,,,,2,3,2,,,8,,3,5,,3,1,4,,8,4,,6,9,5,,,3,,,2,,,,,,,,,,,,,,,,3,,7,5,,,5,,,5,,4,,,6,,3,,9,,4,,5,4,,7,7,,,,,2,,,,
101474,5,,6,5,4,,5,5,,,,,,,,,,6,5,,6,2,4,,,,,5,,,5,,7,6,7,4,,4,5,,4,,,,4,,6,,7,,7,7,,4,5,,,3,3,4,5,,5,,,,4,,,4,5,,4,,8,,,,,,,5,2,6,,,,5,7,,4,,6,,3,5,3,2,3,6
101481,4,,4,6,,,5,,5,,,6,,,6,5,,4,,5,5,6,6,5,,,5,4,5,,4,,,,,,5,6,,,6,,6,,,,6,,,4,3,,5,6,,,4,6,,,,5,5,,,,,,4,,5,5,,5,,,,,,6,4,5,6,5,4,5,5,4,,7,6,,4,4,6,,,,6,
101491,4,6,3,6,4,5,,,7,4,,,4,5,5,,6,6,,3,,7,5,6,6,5,6,4,,4,,,,4,6,,7,4,,6,,7,2,5,,5,,5,5,,6,5,,,4,,,,,,,6,,,5,6,6,6,,,6,6,,,5,,6,,4,,6,6,,4,3,,4,5,,5,,5,,6,,4,,3,4,
101495,2,7,7,5,6,5,4,,4,5,,5,5,,,,,3,,,4,6,,,5,,5,,,6,,4,,,2,3,,,5,,,6,,8,,4,7,,,,,,,,,,,3,8,6,4,,,,5,,4,,6,,6,,2,,,6,,,5,7,6,,,6,,,,,,7,,2,4,6,,,,,,7
101499,8,3,2,,3,,8,1,,7,,1,,,4,10,,,5,5,,,7,10,,9,,,3,,7,,,4,,,,5,,9,,0,,,1,7,,3,,,8,9,4,,8,5,6,,0,,7,,,,10,8,,1,,,,,,,,,1,7,,,,,1,9,,8,0,8,9,,5,4,9,,,3,2,2,1,
101501,,4,3,,6,,,4,6,4,,,,8,,5,,3,,,,9,8,,,,4,3,,1,2,,,3,,3,,9,,2,,,,6,,2,,6,1,1,1,2,,7,,4,5,,9,,,7,,9,3,1,7,,,8,5,,7,,0,,4,1,,,,5,9,6,,,,3,0,8,7,7,1,,8,1,6,10,7,
101504,,,7,4,,6,4,,5,,,6,,,,4,4,,6,4,4,5,3,,5,4,,7,,,7,,5,4,,,,,3,6,5,,,4,4,,,,,5,6,,,5,6,,6,,4,5,,3,,,5,5,5,,4,,,6,,5,,,,,,,,,6,,6,4,,,,3,,4,,,,,7,,5,4
101509,,6,5,5,5,,,,,,6,,5,,4,,,,,5,5,,,6,,,,,5,4,6,,,,5,,,,6,,,6,4,3,,,4,5,,,,,5,4,5,5,,,4,,,5,,4,,5,6,5,5,,5,,5,,5,5,4,5,,5,,5,,5,,,,4,,,,,4,,,5,,5,,4
101519,,,,,,,8,,,,2,,9,9,10,10,,9,,0,,,9,,,10,,0,8,0,,8,,,10,,,,10,,5,,,0,,3,1,,,4,,1,,,,10,10,,,2,9,,,0,1,,,,4,,2,1,10,8,8,,,,,,1,1,8,,,10,,7,,3,10,,,3,,10,,10,,
101526,,,,,,,,0,8,,,10,1,10,,3,,1,,1,,10,10,,3,10,3,1,,1,9,,5,,,,1,2,,9,,,,,1,,,7,3,,2,,,0,,10,3,,,,,,,0,,6,,3,6,10,10,9,9,1,5,,6,,,4,,6,,,0,,,1,,,0,10,3,,,,5,5,,
101536,,,,,4,,6,,2,,5,,,8,6,,3,3,5,6,3,4,,3,2,,,,,5,6,,5,,,,,5,,5,,3,9,,,7,3,5,4,,,5,5,,7,7,,5,,,,,5,3,,5,,4,,7,6,,,6,,,,,,,3,,,,,5,,,,,4,7,,6,7,6,6,8,5,5
101545,,6,,,,,,5,,,,7,,,,4,,5,,4,3,6,,4,,,5,,,,6,6,,7,,7,,,,5,2,7,,,,6,3,3,6,,,,4,,,,4,6,,,,,7,,5,,,5,,,6,7,,,6,,5,,,,3,6,,,2,,,,8,3,,7,,8,4,,5,4,,
101548,,3,,,2,,,,,,10,,4,1,3,10,3,10,,,,1,7,9,,,,6,3,,8,5,,4,10,,,4,0,,,0,9,,,,,,9,6,,9,4,,9,,7,3,0,1,,,5,,,,0,2,,6,9,2,,8,,,,,7,,6,,,,,,,9,10,5,,,9,8,,,3,,,5
101555,5,,,8,1,4,,8,8,2,6,7,8,9,,,,,,,,2,8,,7,,8,,,,,4,,9,6,1,,6,,4,,6,,,,2,,,,,,3,,,,9,4,,7,,,,,,,,,,7,,6,,,,1,3,6,7,,6,,,,5,3,8,4,,,9,8,9,5,,2,2,,,,5
101565,,8,,,,5,4,,,,6,7,,,,5,,4,,,5,,5,,,5,,,3,7,,4,6,4,,3,,6,6,,6,,,,4,4,8,4,,,,,,,,4,2,4,7,5,,,7,6,6,,,,7,,,,3,,3,6,3,6,,,,5,,6,3,4,3,4,4,,4,4,5,,,,2,3,,
101569,,5,3,,,5,,,,5,,,6,,6,,,6,4,,,4,,5,6,7,7,4,,4,6,6,4,8,6,7,7,3,8,5,,,,,,,,,,,7,4,5,5,4,,7,,,,,4,,3,,,7,7,4,4,4,4,,,,,7,,5,3,,,5,4,,,7,,,,6,,,,,,,6,7,5
101578,,8,9,2,3,,,,2,6,9,4,,1,3,4,3,7,5,,,,1,,8,,8,,1,,8,6,9,,10,,3,,,,,0,3,,1,8,4,2,9,10,,,9,4,,6,2,,,2,8,,9,,6,,3,6,,,4,,,4,,5,,10,2,,,7,,,8,8,,7,,1,2,1,9,,,10,,0,3,
101586,8,,0,7,,,,8,8,,,,,,9,9,,,2,2,,,,10,,10,,0,4,2,6,,5,,,2,,3,10,5,,,8,2,9,2,7,,4,,9,,,2,2,,,9,,2,,,4,0,,5,,,7,,4,,10,,3,,,7,7,3,,1,,,,9,6,,1,8,9,10,,,,5,,,9,4
101589,,1,,2,9,4,,8,5,,2,,9,0,,7,,9,8,7,,,0,6,9,0,8,9,,,,4,,,,0,,8,,2,,,1,,9,1,10,,,,9,7,,,1,1,9,3,,,,,,,,,1,,4,0,1,,,7,4,,,,9,,9,,,7,,,,,0,,,0,6,0,,4,,3,,
101593,6,,,4,2,,,,,4,,,7,5,6,5,4,6,4,6,9,2,5,7,,8,,,,6,5,,6,8,,7,6,2,,,5,6,4,,,,,,5,8,,,,,3,7,4,,4,4,7,,7,3,4,8,6,,6,,,,5,5,6,2,,,,,7,6,3,,,,,5,,5,,,6,8,3,,,3,7,
101600,,4,,6,,,,,6,6,,3,,,5,7,,7,,5,5,,,,,,5,5,4,,6,5,,,,,,,4,,,1,,,,,,,7,5,,7,,3,,,,,,,6,7,4,2,7,,,4,,5,6,5,5,6,7,8,4,,6,,5,,3,,5,,,,,,,5,,,3,5,4,,3,
101608,,,8,3,6,,,9,,,1,,,,5,1,5,,5,7,8,7,3,,,3,,,,3,,5,,5,,9,,,9,2,,,2,,6,4,4,,1,,,2,7,,2,5,,6,,,5,0,9,9,,6,,,2,,3,,4,,2,1,8,7,2,3,,9,7,2,,,,4,,,,4,,6,7,8,4,3,,8
101610,,1,,4,5,,2,6,,9,,3,,,9,8,,,6,,3,,5,0,,9,,,5,,3,3,,,7,,,5,,,5,,,,,5,7,,4,,,,6,6,8,8,,2,9,5,,2,9,8,,,,,,,3,7,,9,,,,,6,,,4,,9,3,6,,,,,,4,,,10,8,6,10,,
101615,,0,2,,6,6,8,,3,,1,,,,,,4,,,0,,4,5,,4,6,,6,9,1,9,,,,9,10,9,1,,7,3,,,0,,8,,9,7,1,,,,4,8,9,10,,0,,,4,0,1,,4,6,,,,2,,,,,1,9,2,4,0,4,6,8,2,,9,,,7,,8,,7,,,10,,,10,1
101625,6,,3,,6,3,,2,,,,,4,,6,,6,6,,4,,,8,,3,,,3,,3,4,,,3,4,,6,8,,,5,,,,7,,,,5,2,,5,2,,,4,,,,6,,,,5,,,4,4,5,,,,,,3,8,,,,8,,3,7,7,,5,3,,2,,,,4,2,,,6,9,4,
101633,6,5,,,3,4,6,5,,,,2,6,,,,5,,5,6,,,,8,,9,6,,,8,6,,9,,9,5,,2,,7,,,6,,2,7,5,3,,,9,8,,3,5,5,,2,1,,,,6,,,,,,,,5,,,5,9,,,8,5,3,,5,1,,7,,4,6,9,,4,3,8,8,2,7,,1,,
101643,5,9,0,8,0,3,5,8,8,1,,7,8,9,,,,,,5,,2,,10,,,,,2,,,3,5,,,1,,,10,,,,,6,,,9,,,7,6,,7,3,,,,,,3,5,9,7,2,4,,9,,,,,,,,,,,8,,6,2,2,5,,,8,,2,,,,,4,8,,1,1,,,6
101644,,2,,6,,,6,3,,,3,6,2,9,9,7,,,5,9,,,8,0,1,,,6,2,7,,3,,,9,,,,,,,,10,6,3,,3,,,0,1,,5,4,,,,,,,,1,,4,6,7,9,3,,9,5,,,9,2,,,,,,1,,,,,7,,,,2,,8,,,10,8,6,,,
101652,8,5,3,,,3,8,,7,8,,1,5,,4,9,2,,4,6,,,,10,4,9,4,7,2,,,,,,,2,6,,,9,,,9,5,,8,,,9,8,9,9,,,,,,3,0,,8,9,6,,10,9,0,2,,6,,3,,,,10,,,6,4,6,,1,,,,1,,,5,,,,,,,,1,,
101656,8,1,6,3,,6,,,4,7,3,,,,,,5,6,,,,5,,2,,4,5,,,,,,4,,6,,,3,3,,4,5,,2,6,7,2,,,,8,,3,,7,,9,,,6,5,,,4,,,5,7,3,,3,,7,,8,,,3,,,,,,4,,,,,6,1,,6,,3,,9,9,,,3
101663,,10,,8,8,,,,6,3,,9,3,,,,,,6,,,9,,,,,,,1,,,1,,0,,0,,10,,2,,5,10,,,,10,,,,,,,,2,0,0,,10,6,,,,,9,4,2,0,,9,9,,,,0,,0,,,,8,5,3,,0,,,1,,10,,,,,,,,1,0,9
101671,,,0,8,,3,,9,,1,4,,9,9,,10,,,,,,,9,,,10,10,,5,1,7,5,,,,2,,3,10,5,,6,,,,1,6,,4,,10,1,,,2,,,10,,,8,,2,,3,4,10,,,,4,,,8,,,,,8,2,1,,6,3,7,10,,5,1,,10,,,,,7,5,,,2
101675,,4,,6,,5,,,,,,6,,,7,7,,,,7,,,8,1,,9,,5,3,,6,,6,10,,,0,5,2,,3,1,,5,3,7,,4,,1,,,,5,,,0,,7,,,1,8,,,,9,3,,,,,5,,4,6,6,7,5,9,1,5,5,8,,,,5,6,,,,,,9,,,,,6
101683,,10,,,,,3,,,1,,9,7,,,,6,1,3,,,5,,,,,,2,1,8,1,,,,1,0,,9,9,,8,,,,4,,,,,,,6,9,,1,3,,,,4,3,,,,7,,7,,9,,,,2,,,,1,,,10,,,3,7,0,,,1,1,,,,,,,0,0,3,1,
101690,9,0,1,,5,,9,,,,,,3,3,,,5,,,2,0,,10,9,1,,1,,6,8,,,10,2,10,0,,,0,,,0,,2,,,6,,,,7,,1,,,3,,4,,,,10,0,1,10,,0,2,,,9,6,7,,8,10,,1,9,9,,0,,10,4,8,0,7,,,,7,6,1,3,0,,9,1,
101695,5,2,1,,,4,,,6,3,2,0,,1,,8,4,,,,,,,5,,1,8,,9,,2,5,,1,,,,8,,,9,,,9,8,2,10,6,,9,8,6,,,1,,,4,,,3,,,,,,1,,,,,1,3,7,5,4,6,,8,2,8,,0,,10,6,8,,1,9,10,0,8,,7,,,4,8,8
101700,6,,5,4,,,,,,6,,,,,,,,,,7,,3,,4,5,4,,,,6,4,,5,4,4,2,5,,,,6,,6,7,6,4,,5,,,,6,6,7,,4,4,,7,6,,,,8,,5,,5,5,3,,,4,7,5,6,,6,,6,4,5,3,6,,,6,6,3,7,,,,2,7,6,,6,,7
101708,8,,,2,8,5,,7,,,1,2,5,1,9,,1,4,,9,6,,,,,,,9,8,9,3,3,,,,,,,,3,6,0,,8,7,,,,4,,,8,7,8,,,,2,9,,5,,9,10,4,3,,,,2,,,2,,3,,3,9,,,2,3,1,9,,,8,,1,,,,,1,,8,7,9,,
101713,,,10,,4,,3,,,,,10,6,,,,,,4,9,,6,0,,10,,9,,,6,5,,1,,,,,,,1,,,,,,,,,,9,,1,10,,,,,,9,7,8,,,,0,,9,9,,0,,,,3,,,,10,,0,10,,,0,6,,,,,,,1,,,,,,0,10,
101718,4,,,,,4,,,,,6,,5,,,5,7,5,6,5,4,6,7,,,5,6,,,3,3,,3,,2,,,,,3,6,,,5,7,,5,4,,4,4,4,,6,4,4,,4,,,,6,4,,4,4,5,,4,,,4,5,,,3,,,5,6,,7,,5,4,,,3,,,,4,3,3,6,,5,,5,5
101726,0,,,,10,7,3,,4,7,6,9,1,,,,,,,,0,10,1,,2,0,0,,,,2,2,,,,,,9,0,5,5,,,,0,6,,,,,0,,,8,7,,,1,,,2,2,9,10,,,,,,7,,9,,,2,10,,,,,,,5,,,0,0,4,,8,,,,6,,0,1,,0,8
101730,7,,,7,,,7,1,9,,,1,,2,4,9,,,,4,,1,,9,3,9,4,4,,,6,4,10,,10,1,,6,,8,2,,9,,,7,,3,9,5,9,,4,1,,5,6,,0,,,,,1,,6,,,9,,8,6,5,6,9,,1,,,,,,,9,,8,,7,8,,6,,8,,1,2,4,3,1,3
101733,8,,,,6,2,7,,9,,8,,4,,,9,,,,2,,7,,6,1,5,,2,7,3,,,7,3,,1,,,1,6,,1,9,,7,4,,,,,,7,1,,,4,9,5,3,5,3,,,,8,1,,4,6,8,7,,8,,,,,1,,9,,,,,,,,,,,8,,,1,,0,,,,
101741,3,,9,,9,,,2,5,7,,,3,,,3,,4,7,6,1,,3,2,3,,2,,,,,5,,1,,5,,6,1,6,,,4,6,3,7,,4,,4,2,,,6,,,4,,6,6,,,,8,,4,,,4,4,6,,,4,,,,3,,7,,6,5,6,,2,3,6,7,4,,,5,4,7,,,,2,
101745,,10,9,,6,,2,,,,8,,4,7,,,6,1,5,,,,,,5,,2,6,1,,0,,6,0,,0,,9,5,,8,,10,,,,,1,2,8,,,,7,,1,0,,10,6,2,,,10,8,5,3,0,,,,,0,5,0,9,0,8,,10,,,,8,,0,,,,10,,,2,,,0,0,,0,9
101753,3,,9,,,9,,,0,,,10,,5,4,0,3,2,4,,,6,,1,,3,,,,6,,7,2,6,,,2,,9,,,10,,,3,6,2,,,,,,9,,,,2,,,6,,,10,,1,,,8,,,2,2,2,4,5,,,,1,0,10,,,,6,,,,9,,,,6,9,7,10,,,,
101762,2,,,,8,,3,,2,3,0,,4,9,6,,,1,,5,2,,,0,5,0,5,,8,,,5,,3,0,8,,8,7,,,,2,,9,,,7,0,2,,,4,,2,,4,,,,3,1,6,,,,9,,1,6,,,6,,,,,,,7,,,,2,3,1,,3,,7,6,6,,1,,4,7,9,,
101771,,,0,,6,4,5,5,9,,7,4,,2,,4,,,6,,7,6,3,9,,1,7,,6,,,6,,,,,9,,8,5,7,,0,,,,,,5,9,8,3,5,,,3,9,,4,5,5,8,,,,3,3,,,3,,,,2,,,,3,6,1,,,5,3,,,6,,,7,,3,5,,,2,3,1,,
101779,10,0,,,1,,,,,,,1,7,,8,,3,,,,,,8,4,6,9,9,,,0,10,9,,10,10,9,10,,9,7,,6,1,0,,6,,,7,,,,1,2,,,,,0,3,,9,0,0,2,,,10,,,2,1,,,10,0,,,6,,1,3,8,2,10,,,,,,9,10,,,,10,10,,,
101782,7,7,0,6,1,4,5,8,7,,5,,,8,,8,5,,3,,9,2,8,9,7,9,,1,4,2,,5,4,9,7,,9,,10,,,,7,,9,,6,7,,6,,,6,3,3,,7,,,4,6,8,4,,,,9,7,6,7,4,,9,6,3,,,6,7,,,,,,,9,6,4,2,,,,,6,3,5,4,9,8,
101788,,2,2,7,4,,7,,,6,9,1,5,,5,9,5,,,4,,3,,,,8,4,,5,,,4,,,,1,,,,,3,,8,,,,6,5,8,,,8,3,,8,,,4,,3,5,,,1,,,,3,,,7,,6,,,,,,,7,,,,,,8,,,,,,,,,3,2,,7,,3
101792,,7,3,,3,,,,8,3,,,3,,,,,5,,,4,8,,7,,6,,,3,,,6,,,,9,,3,,7,4,,,,4,6,,,5,,4,,4,,6,6,,,,,6,4,,2,,6,,5,4,6,,6,6,,,,,,3,3,,,8,,,5,4,3,,4,,,5,,,,4,,,3
101796,8,,,,,6,,3,2,,,,,2,,,4,,,3,,,4,1,,4,,7,8,,8,,5,,8,,,3,1,,,4,1,,,7,,,6,3,,4,,5,8,5,,,1,,7,,2,,,,,,,,,,6,5,9,,,4,3,2,6,,,,,,7,,,1,,4,,,8,9,9,5,,4
101800,1,,,,5,,2,,1,,,10,6,,,0,,1,5,8,9,6,,,8,,,,,4,4,,,6,0,9,2,2,,,,10,,,5,5,5,4,,9,3,,,9,1,,,5,9,,,,,9,,8,,,,2,2,4,,,,0,9,,,2,,9,,1,5,,,,,,,,,,7,,3,1,8,
101807,,,3,,4,5,,5,,,,,6,,,6,,,,,6,3,,,5,,6,4,,2,7,,4,8,6,,8,3,7,,5,,,,,,,,,,8,,4,4,6,7,,,,5,5,6,,,,,7,7,,,,5,8,,7,,,4,,,4,,,,7,7,,,,3,7,,6,,6,,8,7,7,3
101815,,7,0,7,,,6,,8,,,6,,,9,9,4,7,,,,1,8,,,9,8,1,,4,6,5,,9,,,,,,,6,,,,8,,6,8,,7,,3,6,,,9,,9,,,7,,,1,5,5,,6,,,,,9,,,,8,7,,,2,1,,4,6,,,5,2,8,8,10,6,7,2,,4,,,3
101816,4,4,,5,7,,,,,5,3,,4,,,,5,,,,3,7,,3,4,,4,6,6,4,,,,3,,6,4,6,,4,5,,,,5,5,,6,4,,3,,4,,6,,,,,6,4,4,,7,4,,,5,,5,5,6,5,5,,,,3,,,5,6,,,5,3,5,,4,,,,4,,,5,,6,,
101822,8,,,,2,,6,,,,,3,7,,7,,,7,,3,,3,,,,8,7,2,6,,6,,,,,5,9,,,,,,,,,,4,,,4,,,,3,,8,,,,4,6,,,1,4,,6,,,5,4,,,,,3,7,,,,,,5,,,9,,,,4,7,8,6,,4,7,7,8,,3
101827,9,,,3,4,5,,5,,8,4,,5,,5,5,5,,5,,6,4,7,,5,7,7,3,,,,,3,9,,,9,,5,6,3,,1,1,8,6,,7,,,,,,5,7,8,,,,,,,,1,2,5,,9,,,,,,5,,1,,,,,4,,,,,9,9,7,6,,7,,6,1,8,,10,,,2
101836,,5,0,,,,2,6,,2,,1,,,,,7,8,6,3,8,,,,,,7,6,9,6,,,3,,1,,,7,,,,6,,,,,8,,5,8,,4,6,7,,,9,6,5,7,3,,,,,2,,,4,,3,,4,3,6,,,,,,,,,,10,4,7,,,8,8,,5,,,,,,,
101837,,8,,2,,7,4,9,,4,,7,6,,4,2,5,4,,7,9,,,6,8,,8,7,2,,,,6,,6,8,3,,,,,,2,6,,7,,,6,,,,,7,,,,,,4,6,1,9,4,3,,,,,,,3,,3,8,,,9,,,8,,,3,7,6,8,5,9,,2,,,,3,,,0,,
101847,9,2,1,,2,4,7,,5,5,,,7,,,7,,,,,8,2,,,,,8,2,,1,8,7,,10,9,8,,,9,6,,,2,,,5,1,9,,,,2,,3,,9,,,,4,,7,1,1,2,,,9,3,3,,2,10,,,,9,4,,1,2,,,3,,,9,6,4,,8,9,,,,,9,,9,
101850,,5,7,,4,,,5,,,5,,4,,,5,5,4,,5,4,5,6,4,4,,5,4,4,,5,,,7,,7,,,,5,,,,5,4,6,4,4,,,,,5,,6,6,4,5,5,,,,,3,,,,,,,,6,6,5,,,5,5,,6,4,5,,4,3,,,5,6,,,6,,6,,5,5,,,
101853,5,5,,,4,,5,,6,5,,5,4,,,,,5,5,4,,,,,5,6,6,4,,,4,,,,,,7,4,6,,,,,6,,5,5,,,7,,,,,5,5,,,5,,5,4,,5,,,5,6,5,,,,6,,,,7,4,3,,5,6,,4,3,,4,6,6,,,4,,6,5,,4,,,5
101858,,,0,,,,,,,,4,2,,7,9,,,,3,,9,,,6,,,9,1,,1,,,4,,,8,10,2,10,5,4,,3,,9,,1,,4,,,,3,2,,10,,9,,3,,,1,0,2,,8,9,4,4,,,,,,0,,5,,,,3,,3,9,,9,6,3,4,,,,3,5,,,10,10,2
101859,,,10,8,1,5,,1,,7,8,,2,10,,5,5,,,,1,8,10,,2,,,2,,3,8,4,6,,,,1,4,5,8,2,,,1,,,,,,,,4,,,9,9,,6,3,,,1,,0,7,7,9,3,,,9,,8,,,4,6,,4,7,3,,,5,,,2,,9,,,9,,9,5,4,,8,1,2
101867,2,9,,,,,2,,,3,,9,6,,,1,,,4,6,,5,,4,,,,,4,,,,,7,,8,,,9,3,7,,2,,5,5,,,,8,,3,8,,,7,,6,,6,5,,8,,,7,9,,3,3,,5,4,4,3,,,8,2,2,,,7,,,2,,,,,,,5,,6,8,,2,8,7
101869,,,,6,,5,,3,6,,6,8,3,5,,3,6,,6,,,,3,,3,,2,8,3,8,,,5,1,,,,8,,,,,8,9,,,,,,5,,7,6,6,,,,,9,6,,4,,,7,3,,1,6,,7,8,1,,,,,,,,,5,5,7,2,,1,4,,,3,2,,,5,0,,2,,7
101873,,7,,6,,4,4,7,,2,,6,,,8,,6,,,,,,6,,,8,,2,3,3,4,4,,8,,,7,,9,,,,7,5,8,3,,,5,7,,,7,4,,7,4,6,,5,,,5,,,,8,,,,,,,,3,,7,,6,,3,4,4,,,7,6,3,2,7,,,5,,3,3,3,6,,5
101883,,,4,,5,,,,5,,4,,,,6,5,,,5,4,,,6,,4,4,5,,,3,4,,3,4,3,,5,,,4,,,,5,6,,5,,4,,3,4,4,,5,,6,6,,6,5,,,6,4,3,5,5,,,,,6,5,,4,,3,,,4,5,,,4,,5,5,,6,,,,,6,,,8,,
101884,,,,6,8,,4,,5,,8,,3,,,,,,,9,,9,4,4,4,,2,,,8,1,,,,1,,,9,1,,6,4,8,,,5,,1,,,0,7,,,,,,2,9,7,3,4,9,9,8,,1,1,,7,8,,0,4,1,9,1,,5,,,6,,,,,1,3,5,,,,,6,5,,,1,1,8
101890,,6,,5,,5,4,5,,3,,,,4,,,6,7,,,,,3,,,,,4,5,4,,6,5,,,,9,,7,,,7,,,,,,5,,,,4,4,,3,,,,,,,,,,,,,6,,,5,,,4,,4,6,,5,2,7,6,,3,,,5,6,5,6,5,3,,5,3,4,,2,4,
101900,,1,10,,10,7,,1,1,10,,3,,,1,,3,6,,5,1,9,,,,,1,,9,8,,7,6,,7,10,,4,0,8,2,,,5,,9,0,4,6,2,4,,2,,,,,4,,6,,1,4,8,,5,0,4,1,1,,,,4,,,3,,2,,9,,,,,,,9,,,2,1,,2,,10,,2,,
101906,,,,7,4,,7,,8,,9,,5,,,,5,,6,4,,3,,8,3,,,3,,,,4,,,,,6,7,,7,,,9,,4,,6,,8,,,8,3,,,,,,1,3,,,2,1,9,,,,,7,,,,6,8,,,4,,,,,2,,5,8,,,7,6,,5,,4,3,2,,,,3
